game,review,voted_up,playtime_forever
GTA5,одна из самых лучших игр,True,3274
GTA5,love it sooooooooo fun,True,694
GTA5,It is very very fun,True,2459
GTA5,very good game,True,2626
GTA5,yes very good game,True,825
GTA5,its gta5 who wouldnt like it,True,4013
GTA5,good game,True,672
GTA5,good game,True,48038
GTA5,Endless fun,True,1676
GTA5,Yes play it this s__t is good,True,11201
GTA5,fun with mods,True,3182
GTA5,good game,True,7786
GTA5,its just like fortnite,True,10878
GTA5,gooooooodddddddd,True,1115
GTA5,easily top 3 pc games ever made,True,2575
GTA5,fun game,True,374
GTA5,nice game,True,527
GTA5,this is the best game ever,True,2750
GTA5,this game never age 10/10,True,9220
GTA5,good game its fun,True,603
GTA5,good game,True,5124
GTA5,a realy fun game,True,1103
GTA5,greate game,True,21678
GTA5,this game is very fun to play,True,3025
GTA5,Smooth FPS only at 720p high-medium / 1080p very low,True,2648
GTA5,FINALLY I PLAY THE OFFICIAL VERSION!!!,True,1138
GTA5,good game to play,True,399
GTA5,Love gta 5..Cant wait for gta 6,True,512
GTA5,Very good game!,True,2344
GTA5,10/10 og game,True,1599
GTA5,THIS GAME IS COOL LEGACY ONLY SINCE ITS FRE3E,True,5020
GTA5,too many swear words :3 6.7 stars,True,268
GTA5,Its a good game.,True,31576
GTA5,it good bro idk,True,3481
GTA5,Best game i've ever played,True,8024
GTA5,Still be a good game,True,26349
GTA5,it is a great game,True,639
GTA5,good game i like it,True,2428
GTA5,its the goat,True,3398
GTA5,Best game of all time <3,True,1106
GTA5,best game ever,True,5768
GTA5,its a great game,True,10018
GTA5,that was a good game,True,791
GTA5,this game brings me pure joy,True,4680
GTA5,best game ever,True,8349
GTA5,daymn one of the best purchases ever,True,8441
GTA5,good game me like,True,1795
GTA5,idk game bored,False,86
GTA5,i personaly play fivem so hell yeah,True,652
GTA5,like game much,True,1391
GTA5,pretty good game,True,14035
GTA5,Pretty good game,True,20755
GTA5,♥♥♥♥ game but i like it,True,19542
GTA5,very good game,True,3676
GTA5,fun game,True,338
GTA5,good game,True,2648
GTA5,my old game is so good,True,13146
GTA5,do ♥♥♥♥♥♥♥ game,True,1470
GTA5,Very good game.,True,5903
GTA5,i just run around killin folks,True,14729
GTA5,best game ever,True,2433
GTA5,Very gandu game of all time :),True,12247
GTA5,good graphisc,True,3735
GTA5,best game of the 2010s,True,35376
GTA5,best game ever,True,37174
GTA5,it is gta enough said,True,5836
GTA5,very good game,True,3811
GTA5,"best game of my 
life",True,15914
GTA5,best game evr,True,2385
GTA5,good game,True,265
GTA5,Video game 👍,True,6065
GTA5,this my favorites game,True,32
GTA5,super game very enjoy able,True,4350
GTA5,the best game ever,True,1110
GTA5,game is good,True,1624
GTA5,it is a great game,True,1748
GTA5,very good game,True,122111
GTA5,best game oat,True,4495
GTA5,Bloody good game,True,2770
GTA5,it a great game to play,True,9815
GTA5,i mean come on it is gta it is going to be fun,True,1783
GTA5,its good to play,True,845
GTA5,найс игра мне нравится,True,3390
GTA5,amazing game,True,6017
GTA5,"I can't play a story game offline this is a problem i hate this ,some times i don't pay internet but because activation requirement. it make me goes mad 0/10 in this side a lot of games have this problem don't say to me this is a anti-piracy because i can download it from a non legit site and its work just fine without the activation requirement. i pay for it and i can't play it offline this is stupid",False,42567
GTA5,Good gamessss,True,1242
GTA5,good game,True,4606
GTA5,Nice game!,True,19206
GTA5,i love big booty ♥♥♥♥♥♥♥ and hoes ans shiii,True,12539
GTA5,Best game ever,True,61206
GTA5,good game,True,5053
GTA5,good,True,1713
GTA5,good old days,True,8617
GTA5,fun with mods,True,493
GTA5,W game :3,True,4702
GTA5,best game,True,721
GTA5,good,True,36688
GTA5,amazing game,True,199
GTA5,good,True,4746
GTA5,its a good game,True,13432
GTA5,good game,True,463
GTA5,good,True,32539
GTA5,Super Excellent,True,17315
GTA5,best game,True,82030
GTA5,very good game,True,46481
GTA5,love this game,True,22501
GTA5,best game,True,16856
GTA5,game is good,True,1681
GTA5,this game so good,True,5392
GTA5,good game,True,855
GTA5,The Best Part ? It's Open World,True,1462
GTA5,good game,True,6689
GTA5,best game,True,22088
GTA5,good,True,689
GTA5,its very cool,True,266
GTA5,good,True,662
GTA5,good,True,427
GTA5,good,True,1750
GTA5,good,True,4613
GTA5,Very Good Game,True,2168
GTA5,best game,True,16711
GTA5,amazing at all reasons,True,24135
GTA5,good,True,9113
GTA5,This is game is great,True,2684
GTA5,very good,True,5281
GTA5,good game,True,605
GTA5,good game,True,1005
GTA5,Great game!,True,1309
GTA5,i just love the game,True,3250
GTA5,it is good,True,1617
GTA5,Griefing is fun 😀,True,37359
GTA5,Best game,True,2752
GTA5,lamar makes me want to kill myself,True,1217
GTA5,SOLD DRUGS 10/10,True,772
GTA5,best game,True,36692
GTA5,game is supr,True,1124
GTA5,a greit game,True,1638
GTA5,good game,True,43678
GTA5,great game,True,17926
GTA5,best game,True,13042
GTA5,best game,True,2155
GTA5,best game,True,2354
GTA5,Goated game,True,1873
GTA5,its good,True,30567
GTA5,it s good,True,3965
GTA5,Very addictive,True,13368
GTA5,itz good,True,1760
GTA5,Gud game 👍,True,888
GTA5,very good game,True,3572
GTA5,chill game,True,55627
GTA5,very fun,True,3921
GTA5,best game OAT,True,997
GTA5,good game,True,308
GTA5,love it,True,3603
GTA5,Mod game,True,2294
GTA5,good,True,2280
GTA5,good,True,2845
GTA5,you guys need to buy this game,True,7051
GTA5,good,True,3371
GTA5,Dope game,True,9976
GTA5,this is a W game,True,9799
GTA5,i am fan of this game and i love it,True,2355
GTA5,great game,True,643
GTA5,best game ever,True,1043
GTA5,best game ever,True,7365
GTA5,it is goood,True,317
GTA5,Game is very smooth,True,38334
GTA5,very good game,True,442
GTA5,this is a good game,True,1038
GTA5,amazing game,True,622
GTA5,its fun,True,1176
GTA5,i love this game,True,7051
GTA5,fun and not hard to  make money,True,6458
GTA5,good game,True,1370
GTA5,fun game,True,3898
GTA5,this is beast game,True,8843
GTA5,good game,True,28652
GTA5,its good,True,13233
GTA5,good game,True,39171
GTA5,good buns,True,33533
GTA5,yes its cool...,True,646
GTA5,Really good game,True,4683
GTA5,so good game,True,5764
GTA5,great game,True,3155
GTA5,Its fantastic,True,2468
GTA5,its gta what do you want more,True,7908
GTA5,good game,True,24042
GTA5,good game,True,3609
GTA5,best game,True,7076
GTA5,good game,True,42566
GTA5,good game,True,770
GTA5,W game,True,55768
GTA5,Awesome game,True,8226
GTA5,fun game,True,562
GTA5,BES GAME IN THE WORLD GTA 5,True,7258
GTA5,guud game,True,2690
GTA5,good,True,242
GTA5,very good game,True,1528
GTA5,great game,True,1322
GTA5,great game,True,4101
GTA5,Best game,True,54472
GTA5,GAme never gets old lol .,True,3518
GTA5,best game,True,127219
GTA5,good game,True,5086
GTA5,good game,True,6844
GTA5,its gurrr,True,2703
GTA5,good game,True,2950
GTA5,best game,True,5554
GTA5,Great game,True,3056
GTA5,nice game,True,36790
GTA5,my fav game,True,8520
GTA5,good,True,7767
GTA5,good game,True,4565
GTA5,yes its fun,True,3280
GTA5,absolute cinema.,True,3678
GTA5,game is so good,True,3277
GTA5,Very very fun,True,1696
GTA5,good,True,4123
GTA5,good game,True,134
GTA5,Loved the story and Game play,True,5205
GTA5,Good game,True,2062
GTA5,best game,True,2661
GTA5,Very Good Game Detail 10/10,True,4128
GTA5,good game,True,140953
GTA5,Good game,True,23389
GTA5,online is good besides hackers sometimes,True,1043
GTA5,älskar o bomba migge,True,17782
GTA5,fun as bun,True,5825
GTA5,good game,True,44958
GTA5,very bad game,False,52755
GTA5,good,True,984
GTA5,good,True,2283
GTA5,good game,True,10689
GTA5,good,True,38173
GTA5,NICE to play this game,True,3925
GTA5,Loving it.,True,7059
GTA5,good,True,5369
GTA5,its fun,True,1450
GTA5,i think u should give it a try before dying,True,1418
GTA5,its good i guess,True,10271
GTA5,♥♥♥♥ game,False,17
GTA5,good,True,95824
GTA5,its great,True,10546
GTA5,best game ever,True,1557
GTA5,"i cant play with linux on line , i will not buy gta6",False,2685
GTA5,best game,True,18407
GTA5,best game ever,True,13303
GTA5,its gta bro,True,1455
GTA5,best game ever,True,1252
GTA5,Only good thing is stripclub,False,7108
GTA5,its so nice to play,True,2907
GTA5,very nice game,True,3503
GTA5,THIS GAME RULES!!!!!!!!!!!!!!!!!!!1!1!!1 SUPER POGGERS!!!!!,True,23992
GTA5,Great game.  Hope the sixth in the series finally comes out.,True,8522
GTA5,good game,True,2965
GTA5,10/10,True,6091
GTA5,its very good,True,220
GTA5,Comment on steam before GTA 6,True,41565
GTA5,the anti cheat is ass,True,13279
GTA5,Nice,True,8633
GTA5,good,True,6431
GTA5,good,True,756
GTA5,good,True,787
GTA5,its just so peak,True,1933
GTA5,good,True,514
GTA5,best game,True,388
GTA5,good,True,28418
GTA5,Rockstar Quality...,True,33677
GTA5,100% recomend,True,5411
GTA5,good,True,621
GTA5,good,True,1014
GTA5,nice,True,46067
GTA5,nice,True,6065
GTA5,this game is ♥♥♥♥♥,True,214
GTA5,good,True,3625
GTA5,very realistic,True,1682
GTA5,Classic.,True,327
GTA5,wating for gta6,True,7614
GTA5,verify code not recive,True,6148
GTA5,good,True,118331
GTA5,good,True,1837
GTA5,i already played this game,True,4495
GTA5,SAME GAME AS GOOD AS BEFORE,True,1644
GTA5,good,True,1856
GTA5,good,True,7269
GTA5,gta is hella fun ngl,True,1031
GTA5,very god,True,4183
GTA5,good,True,33707
GTA5,so good,True,793
GTA5,it is fun,True,1429
GTA5,good,True,3497
GTA5,good,True,495
GTA5,i love it,True,496
GTA5,Good Game,True,4589
GTA5,Bread better than key,True,11865
GTA5,love it,True,12769
GTA5,giood,True,36303
GTA5,very good,True,2920
GTA5,too many tryhards onine,False,46390
GTA5,very free to play if u pay,True,5105
GTA5,I love the strippers,True,1849
GTA5,reallz good,True,3629
GTA5,great oll memories,True,2278
GTA5,its the best,True,3794
GTA5,i love this game,True,1877
GTA5,With mods i love it,True,5721
GTA5,its cool,True,1833
GTA5,good,True,7186
GTA5,cures depression,True,26452
GTA5,good,True,1268
GTA5,soo good,True,4751
GTA5,good,True,3952
GTA5,its good,True,1230
GTA5,good,True,5850
GTA5,literally 10/10,True,2540
GTA5,very good,True,703
GTA5,very fun for fivem,True,1169
GTA5,So goood!,True,1903
GTA5,all time greatest franchise,True,2235
GTA5,good,True,1121
GTA5,ITS great,True,1396
GTA5,good,True,12163
GTA5,fun,True,3169
GTA5,good,True,8827
GTA5,good,True,1647
GTA5,good,True,1691
GTA5,good,True,1463
GTA5,very good,True,5002
GTA5,its ok,True,60576
GTA5,good,True,5815
GTA5,good,True,17559
GTA5,good,True,4424
GTA5,good experice sinse 2022,True,24036
GTA5,good,True,3124
GTA5,GTA VI aint coming out so this is peak,True,569
GTA5,very fun,True,12558
GTA5,good,True,15434
GTA5,endless fun,True,7125
GTA5,fun,True,389
GTA5,good,True,1210
